# Mwm name	Generation time
Kyrgyzstan	1757.3720310000003
Philippines_Luzon_North	1755.6792360000002
Cambodia	1751.6361520000003
Sudan_East	1744.2821330000002
Norway_South Trondelag	1735.42246
Italy_Abruzzo	1729.8770510000002
US_Texas_Victoria	1701.092055
US_Mississippi_Gulfport	1698.3592379999998
Morocco_Doukkala-Abda	1677.8609319999998
Russia_Perm Krai_South	1675.006729
Guinea	1671.44221
Italy_Veneto_Verona	1668.338578
Costa Rica	1666.493496
Kuwait	1663.22787
Italy_Emilia-Romagna_Forli-Cesena	1661.1879580000002
Japan_Chubu Region_Gifu	1658.6524460000003
Japan_Kyushu Region_Kumamoto	1641.58364
Russia_Leningradskaya Oblast_Southeast	1640.9303800000002
US_Puerto Rico	1636.078329
Brazil_Rio Grande do Norte	1632.136056
Russia_Vladimir Oblast	1629.46525
New Zealand South_Southland	1621.7820040000006
Brazil_North Region_West	1614.6686789999997
Italy_Emilia-Romagna_Reggio Emilia	1611.901985
Russia_Novosibirsk Oblast	1610.212407
US_Utah_South	1607.333968
Estonia_East	1603.810265
Russia_Orenburg Oblast	1585.396562
US_North Dakota_Minot	1583.788259
Venezuela_North	1566.5808640000002
France_Centre-Val de Loire_Cher	1555.0273559999998
Angola	1548.6722990000003
Italy_Emilia-Romagna_Ravenna	1546.514768
Japan_Kyushu Region_Saga	1541.677235
China_Hunan	1539.9648250000002
Canada_Saskatchewan_Regina	1537.584385
Belgium_Walloon Brabant	1534.4310990000001
Canada_British Columbia_Islands	1516.945936
Italy_Emilia-Romagna_Rimini	1516.0603600000002
Sweden_Malardalen	1515.6234220000001
Nepal_Madhyamanchal	1514.687333
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Wesel	1514.506908
Austria_Vorarlberg	1510.5534699999998
Russia_Udmurt Republic	1484.094149
Madagascar	1479.7213160000001
France_Pays de la Loire_Loire-Atlantique_Saint-Nazaire	1478.689354
China_Shaanxi	1475.345843
Belarus_Vitebsk Region	1475.020959
Japan_Kinki Region_Osaka_West	1464.403814
Russia_Tver Oblast	1462.9348300000001
Russia_Astrakhan Oblast	1459.1654879999999
Iraq_South	1455.8454290000002
Germany_Free State of Bavaria_Upper Bavaria_South	1452.202194
Norway_Oppland	1449.9281410000003
Japan_Chugoku Region_Hiroshima	1449.35059
Ukraine_Zakarpattia Oblast	1442.611107
Norway_Western	1433.183203
Belarus_Brest Region	1431.1709030000004
Russia_Omsk Oblast	1420.643245
Nepal_Purwanchal	1419.4200080000003
Norway_Nordland	1408.3273510000001
South Africa_Western Cape	1394.7422250000002
Norway_Hedmark	1391.2489100000003
Italy_Friuli-Venezia Giulia_Pordenone	1390.9922300000003
Ireland_Connacht	1390.865952
Russia_Irkutsk Oblast	1385.1425100000001
Japan_Kinki Region_Mie	1382.865401
Turkey_Central Anatolia Region_Kayseri	1379.554039
Italy_Veneto_Padova	1369.0519590000001
Azerbaijan	1364.818344
Romania_North_East	1364.422791
Indonesia_West	1360.6584850000002
Russia_Kursk Oblast	1353.769378
Bosnia and Herzegovina_Republic of Srpska	1353.341385
Belarus_Homiel Region	1351.628413
France_Burgundy_Nievre	1342.8930829999997
Mexico_Chihuahua	1336.3748820000003
US_Missouri_East	1335.776246
Canada_Ontario_Bame	1318.0161800000003
Belarus_Hrodna Region	1313.684688
Italy_Emilia-Romagna_Parma	1310.066458
France_Lower Normandy_Manche	1308.4353729999998
Russia_Kemerov Oblast	1297.6264059999999
France_Provence-Alpes-Cote dAzur_Maritime Alps	1293.6256429999999
China_Chongqing	1292.88101
Japan_Chugoku Region_Okayama	1291.434264
Iceland	1291.16076
Japan_Tohoku_Fukushima	1283.835019
France_Pays de la Loire_Mayenne	1282.335075
China_Shanxi	1274.91518
US_Massachusetts_Southeastern	1270.964243
Ukraine_Ternopil Oblast	1267.79469
Finland_Eastern Finland_North	1266.5098350000003
Finland_Western Finland_Jyvaskyla	1261.6860250000004
Russia_Primorsky Krai	1250.636777
Italy_Emilia-Romagna_Ferrara	1250.5565190000002
Norway_Northern	1249.928623
Spain_Cantabria	1247.4349809999999
Chile_North	1245.9918559999999
Finland_Southern Finland_Lappeenranta	1241.008038
Belarus_Maglieu Region	1237.300249
Mexico_California	1233.5366540000002
Ukraine_Cherkasy Oblast	1232.387369
Russia_Belgorod Oblast	1232.085026
Lebanon	1223.345777
Italy_Veneto_Venezia	1222.571609
Ukraine_Vinnytsia Oblast	1213.544598
Russia_Ulyanovsk Oblast	1212.3263009999998
Ukraine_Kirovohrad Oblast	1209.1879789999998
South Africa_Northern Cape	1207.750679
US_Michigan_North	1205.862625
Italy_Lombardy_Brescia	1201.467582
Ukraine_Zhytomyr Oblast	1196.105977
Tajikistan	1193.838219
Togo	1191.512637
Romania_South_West	1187.8431029999997
Ukraine_Luhansk Oblast	1181.0396389999999
China_Jiangxi	1175.416748
Canada_Manitoba_Winnipeg	1163.7094370000002
Spain_Principado de Asturias	1161.0124300000002
Honduras	1153.2508329999998
Venezuela_South	1151.0715950000001
France_Lorraine_Meuse	1138.958709
Romania_West	1132.72481
France_Provence-Alpes-Cote dAzur_Alpes-de-Haute-Provence	1106.3604980000002
US_Oklahoma_East	1098.615689
Haiti	1088.8892449999998
China_Guizhou	1088.264406
Australia_Western Australia	1086.4851399999998
Sweden_Mellannorrland	1083.254951
Czech_Karlovasky kraj	1080.3878240000001
Benin	1078.996109
UK_England_North West England_Lancaster	1072.768832
Russia_Krasnoyarsk Krai_South	1069.481495
Japan_Kyushu Region_Kagoshima	1062.897214
Albania	1055.12717
Philippines_Mindanao	1051.747857
Italy_Piemont_Biella	1033.7093919999998
Suriname	1033.1682689999998
Japan_Kyushu Region_Miyazaki	1024.886003
Russia_Lipetsk Oblast	1021.526126
Italy_Lombardy_Bergamo	1018.4274139999999
Laos	1016.349117
Chad	1011.288758
India_Chhattisgarh	1009.7619649999999
Russia_Ryazan Oblast	1003.5394699999999
Japan_Kanto_Chiba	1001.9701220000001
Russia_Tula Oblast	1001.4222449999999
Canada_British Columbia_Southeast	995.79284
Indonesia_Nusa Tenggara	995.214449
Italy_Lombardy_Monza and Brianza	993.7500450000002
Japan_Kinki Region_Nara	992.534429
Romania_South_East	984.6268449999999
China_Fujian	980.5901430000001
Namibia	975.5646830000001
Japan_Shikoku Region_Ehime	970.6145119999999
Ukraine_Mykolaiv Oblast	967.503501
Congo-Kinshasa_Kivu	959.664535
Italy_Friuli-Venezia Giulia_Trieste	957.169034
France_Languedoc-Roussillon_Lozere	956.0687169999999
Canada_Saskatchewan_Saskatoon	955.595403
India_Jammu and Kashmir	952.1101550000001
Libya	948.706763
Japan_Hokkaido Region_Sapporo	948.1515810000001
Ukraine_Poltava Oblast	945.899631
Spain_Canary Islands	945.824098
China_Jilin	941.6700189999999
Russia_Leningradskaya Oblast_Karelsky	941.045676
Russia_Kabardino-Balkaria	939.5468709999999
Russia_Penza Oblast	927.424542
France_Rhone-Alpes_Savoie	927.3309489999999
Canada_Nunavut_North	925.494508
Russia_Tyumen Oblast	921.5578589999999
Japan_Chubu Region_Niigata	919.2315290000001
France_Auvergne_Cantal	907.6672049999999
Italy_Lombardy_Varese	907.1176040000001
Italy_Emilia-Romagna_Piacenza	906.3621990000001
Russia_Kaluga Oblast	903.7657389999998
Russia_Tambov Oblast	892.930944
Panama	880.714091
Italy_Basilicata	879.78756
South Sudan	877.4564389999999
Italy_Piemont_Asti	877.061763
Philippines_Visayas	873.2778050000002
South Africa_Eastern Cape	871.108078
China_Xinjiang	861.1990499999999
Russia_Sverdlovsk Oblast_North	855.9127129999999
Ukraine_Rivne Oblast	853.3898979999999
Mexico_Sonora	850.2733980000002
Rwanda	847.697318
Russia_Vologda Oblast	846.98315
Japan_Chubu Region_Aichi_Toyohashi	842.360723
Brazil_Mato Grosso	838.25239
Brazil_Goias_North	832.0102969999999
Norway_North Trondelag	829.3261140000001
Palestine	823.87221
Russia_Khabarovsk Krai	822.586218
Russia_Mari El	816.8615900000001
Ukraine_Khmelnytskyi Oblast	809.6776089999998
Japan_Tohoku_Iwate	808.193498
Sweden_Norra Sverige	800.1044890000001
Jordan	783.877265
The Gambia	776.858351
Russia_Chuvashia	767.921066
Ukraine_Odessa Oblast	760.7016960000001
Japan_Chubu Region_Ishikawa	759.060937
Russia_Smolensk Oblast	740.507547
Ireland_Northern Counties	737.654591
Ukraine_Chernihiv Oblast	729.4422299999999
Russia_Yaroslavl Oblast	725.1887349999998
France_Midi-Pyrenees_Ariege	722.749019
US_Hawaii	720.3328329999998
Macedonia	712.453237
Russia_Republic of Mordovia	710.67022
China_Shanghai	710.0075599999999
France_Southern Islands	702.6440369999998
Australia_Queensland	684.692057
South Africa_Free State	676.0865679999999
Ukraine_Chernivtsi Oblast	671.1736119999999
Central African Republic	670.357203
Japan_Chubu Region_Toyama	670.1838599999999
Italy_Piemont_Vercelli	660.7714940000001
Australia_Tasmania	659.4002670000001
Russia_Tomsk Oblast	648.6221909999999
Ukraine_Volyn Oblast	647.816514
Japan_Shikoku Region_Kochi	643.1807329999999
El Salvador	639.428351
India_Himachal Pradesh	634.9647859999999
North Korea	633.8570209999999
China_Tibet Autonomous Region	632.94524
Nepal_Kathmandu	629.6197990000001
Canada_Nunavut_South	625.6067410000002
Russia_Pskov Oblast	624.145762
Russia_Arkhangelsk Oblast_Central	622.5903549999999
Sri Lanka	621.408647
Mongolia	618.944116
China_Liaoning	617.9290639999999
Russia_Bryansk Oblast	617.013033
Italy_Friuli-Venezia Giulia_Gorizia	616.425059
Crimea	615.3690570000001
Canada_New Brunswick	615.0802719999999
Caribisch Nederland	603.75997
Canada_Ontario_Northeastern_S	596.732126
Canada_Ontario_Northeastern_SW	595.5329210000001
Oman	592.8978289999999
Russia_Ivanovo Oblast	592.306735
Japan_Kyushu Region_Nagasaki	590.6508230000001
Russia_Komi Republic	590.266124
Russia_Perm Krai_North	584.19714
Italy_Calabria	581.608936
Canada_Nova Scotia_Sydney	562.2116209999999
Mauritania	557.705827
Jerusalem	549.907556
Russia_Sakha Republic	548.021641
Russia_Kaliningrad Oblast	537.652245
Japan_Kyushu Region_Oita	531.7512429999999
Russia_Novgorod Oblast	523.283361
Canada_Ontario_Northern	521.988872
Russia_Yugra_Surgut	519.958476
Canada_Alberta_North	516.595816
Cyprus	497.21669
Russia_Altai Republic	493.658512
Canada_Quebek_Southeast_Saguenay	487.72907399999997
Cuba	484.96307699999994
Burundi	483.403979
China_Heilongjiang	473.76756
Russia_Republic of Karelia_South	462.57357
French Polynesia	460.510807
Russia_Oryol Oblast	457.67720699999995
Japan_Tohoku_Aomori	455.79485
Kingdom of Lesotho	454.43358800000004
Ukraine_Sumy Oblast	453.9316980000001
Japan_Chugoku Region_Shimane	445.604845
Russia_Kurgan Oblast	442.906914
Ukraine_Zaporizhia Oblast	439.628809
Japan_Shikoku Region_Tokushima	439.62213499999996
China_Qinghai	437.56198
Russia_Tuva	437.302202
Russia_Arkhangelsk Oblast_North	437.040536
Japan_Hokkaido Region_North	431.45855200000005
Russia_Yugra_Khanty	428.646508
Japan_Chubu Region_Yamanashi	427.40944800000005
Italy_Lombardy_Como	425.805775
Canada_British Columbia_North	423.7082820000001
Spain_La Rioja	423.597879
Russia_North Ossetia-Alania	421.99920599999996
Japan_Chubu Region_Fukui	406.664495
Montenegro	404.96588600000007
Indonesia_East	401.846815
Cameroon_West	400.180498
France_Provence-Alpes-Cote dAzur_Hautes-Alpes	399.154204
Russia_Kostroma Oblast	398.563378
Switzerland_Ticino	398.284833
Canada_Northwest Territories_North	397.697339
Australia_Northern Territory	394.637017
Canada_British Columbia_Central	394.563849
Turkmenistan	394.17485700000003
Italy_Piemont_Novara	393.567996
Liberia	389.29114799999996
Italy_Molise	387.71442799999994
Yemen	385.068511
Italy_Veneto_Belluno	379.502695
Russia_Amur Oblast	378.856179
Sierra Leone	373.336412
Japan_Tohoku_Akita	370.305901
Canada_Northwest Territories_Yellowknife	367.687389
Greece_Decentralized Administration of Aegean	365.2941050000001
Canada_Quebek_Southeast_Rimouski	363.80943299999996
France_New Caledonia	361.00266700000003
Italy_Lombardy_Mantua	360.084953
Papua New Guinea	359.717126
Canada_Ontario_Northwestern	358.707998
Congo-Brazzaville	356.83474599999994
Italy_Lombardy_Cremona	355.804922
Japan_Kinki Region_Wakayama	351.602363
Nicaragua	345.63589800000005
Japan_Chugoku Region_Yamaguchi	340.55599899999993
Russia_Sakhalin Oblast	336.313071
Canada_Prince Edward Island	333.795488
Canada_Newfoundland_East	331.395758
Russia_Karachay-Cherkessia	328.61505999999997
Japan_Shikoku Region_Kagawa	326.17304799999994
Japan_Chugoku Region_Tottori	323.05325600000003
Canada_Northwest Territories_East	322.464243
Qatar	321.298392
Russia_Republic of Kalmykia	312.317752
Bhutan	311.76608799999997
Russia_Khakassia	306.3382
Russia_Zabaykalsky Krai	298.70818099999997
Russia_Krasnoyarsk Krai_North	296.8239479999999
Russia_Murmansk Oblast	294.374733
Canada_Quebek_West_Rouyn-Noranda	287.21872499999995
Canada_Quebek_Far North	283.666014
Canada_Manitoba_South	281.21940300000006
Japan_Tohoku_Yamagata	280.616784
Canada_Quebek_North	277.833132
Italy_Lombardy_Lecco	277.76341499999995
Russia_Chukotka Autonomous Okrug	272.399895
Gabon	271.720817
Morocco_Western Sahara	271.46701800000005
Russia_Yamalo-Nenets Autonomous Okrug	269.5198010000001
India_Tripura	266.848387
India_Meghalaya	264.72369199999997
Bahrain	262.364217
Ukraine_Kherson Oblast	261.671764
Russia_Kamchatka Krai	259.94162199999994
Canada_Ontario_Northeastern_Wawa	259.755233
Russia_Buryatia	259.70767
Japan_Hokkaido Region_East	258.615727
Italy_Aosta Valley	255.79759299999998
Greece_Decentralized Administration of Crete	254.57354999999998
Colombia_East	253.49881399999998
Italy_Lombardy_Lodi	252.972234
China_Ningxia Hui	252.11169800000002
Faroe Islands	241.31450099999998
France_French Guiana	240.13296200000002
Portugal_Islands	238.035163
Russia_Republic of Karelia_North	233.168296
Canada_Ontario_Northeastern_Central	228.78158600000003
Philippines_Luzon_South	228.695384
Nagorno-Karabakh	227.04227100000003
Eritrea	225.27891899999997
Italy_Lombardy_Sondrio	225.018217
France_Corsica	223.52517699999996
The Bahamas	223.33891899999998
Canada_Quebek_West_Chibougamau	222.006193
Jamaica	218.09235199999995
US_Guam	216.223852
Belize	211.162496
Japan_Hokkaido Region_West	208.04193800000002
Brunei	207.781055
India_Nagaland	206.13373799999997
Swaziland	205.765871
Canada_Manitoba_Northwest	204.53838900000002
Russia_Magadan Oblast	203.69906400000002
Japan_Kyushu Region_Okinawa	203.61676700000004
Solomon Islands	202.606032
Canada_Saskatchewan_North	201.411408
Kiribati	199.58181100000004
Samoa	198.445543
Canada_British Columbia_Northeast	187.040738
India_Manipur	186.967049
Russia_Ingushetia	186.595183
Cook Islands	185.49302200000002
Martinique	185.217741
Barbados	178.602474
Canada_Yukon_North	178.11630799999998
Russia_Jewish Autonomous Oblast	176.417856
Fiji	175.64489600000002
Russia_Chechen Republic	173.59107500000002
Italy_Piemont_Verbano-Cusio-Ossola	172.7929
Canada_Manitoba_Northeast	172.043894
Canada_Ontario_Northeastern_SE	168.61632
Canada_Yukon_Whitehorse	168.57564399999998
Russia_Nenets Autonomous Okrug	167.81903300000002
Tokelau	167.762731
Liechtenstein	166.94462199999998
San Marino	166.697894
Canada_Labrador_West	163.656867
Norway_Svalbard	163.575923
Canada_Labrador_North	161.123546
India_Arunachal Pradesh	159.565575
Mauritius	157.012515
East Timor	154.451109
India_Mizoram	151.53060999999997
Guinea-Bissau	151.205925
Guadeloupe	150.56043899999997
Canada_British Columbia_Far_North	144.49742
Isle of Man	143.747397
Italy_Veneto_Rovigo	142.999642
Canada_Newfoundland_North	141.244948
Canada_Newfoundland_South	140.321191
India_Sikkim	139.50813000000002
Canada_Labrador_South	137.61682299999998
US_United States Minor Outlying Islands	135.331436
Guyana	135.008723
Abkhazia	134.963728
India_Goa	134.40242
Campo de Hielo Sur	134.14293899999998
Canada_Ontario_Northeastern_North	133.72074500000002
Malta	131.46028
India_Chandigarh	129.473361
Guernsey	129.21469399999998
South Georgia and the South Sandwich Islands	128.889247
Djibouti	128.51936
Cape Verde	127.002305
Equatorial Guinea	125.72395200000001
South Ossetia	125.66707900000002
Canada_Newfoundland_West	125.559764
Vanuatu	125.52281199999999
Saint Martin	123.68075499999998
Falkland Islands	123.41406700000002
Maldives	119.60105300000001
United States Virgin Islands	112.78956199999999
Comoros	112.62349100000002
Seychelles	111.797063
Bermuda	109.78467799999999
Federated States of Micronesia	108.356815
Tonga	105.16242700000001
Sahrawi Arab Democratic Republic	104.89945
Saint Lucia	103.530381
India_Andaman and Nicobar Islands	103.450761
Sao Tome and Principe	102.275308
Grenada	101.940386
Antigua and Barbuda	100.164301
Dominica	98.74877700000002
Saint Barthelemy	97.27155499999999
Andorra	96.650702
Turks and Caicos Islands	95.50747099999998
Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina	95.48829699999999
Saint Vincent and the Grenadines	94.50361199999999
Norway_Jan Mayen	92.62783400000001
Spain_Melilla	92.43674899999999
Jersey	91.886076
Palau	91.357912
Marshall Islands	90.287082
Saint Kitts and Nevis	89.571894
Anguilla	88.65590200000001
Wallis and Futuna	88.57801300000001
Monaco	87.148572
British Virgin Islands	86.428938
Cayman Islands	85.522499
Saint Helena Ascension and Tristan da Cunha	83.18550599999999
Nauru	82.97034600000002
British Indian Ocean Territory	82.63211799999999
India_Lakshadweep	81.73882
Gibraltar	81.345695
Montserrat	78.88673500000002
Spain_Ceuta	76.125459
Tuvalu	75.73436699999999
Pitcairn Islands	73.89714
Niue	73.79342100000001
Norway_Bouvet Island	70.10699500000001
Willis Island	69.078746
